SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
axe_iron_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
axe_steel_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
axe_steel_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
axe_steel_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
axe_steel_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
axe_stone_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
axe_stone_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
axe_stone_swing	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
baton_pipe_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
baton_pipe_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
baton_stun_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
baton_stun_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
batwood_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
batwood_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
boneknife_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
boneknife_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
chainsaw_empty	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_equip	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_fire_rev	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_fire_start	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_holster	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_idle	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsaw_unholster	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsawgrazeorganic	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
chainsawhitorganic	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	1_AugerChainsaw
club_metal_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
club_metal_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
club_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
club_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
club_wood_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
club_wood_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
craft_repair_item	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
fists_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
fists_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
hammer_small_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
impact_driver_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
ItemNeedsRepair	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knife_bone_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knife_bone_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knife_hunting_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knife_hunting_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knife_metal_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knife_metal_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_iron_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knuckles_iron_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knuckles_iron_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_iron_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_steel_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_steel_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_wrap_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_wrap_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
knuckles_wraps_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
knuckles_wraps_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
machete_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
machete_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
machete_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
machete_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
missingitemtorepair	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
nailgun_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
nailgun_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
pickaxe_iron_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
pickaxe_iron_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
ratchet	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
ratchet_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
ratchet_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
ratchet_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
repair_block	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	10_PlaceUpgradeRepairBlocks
repairkits_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
repairkits_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
robotic_sledge_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
robotic_sledge_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
shovel_iron_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
shovel_iron_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
shovel_metal_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
shovel_stone_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
shovel_stone_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
shovel_stone_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
sledge_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
sledge_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
sledgehammer_iron_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
sledgehammer_iron_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
sledgehammer_steel_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
sledgehammer_steel_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
sledgehammer_stone_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
sledgehammer_stone_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
spear_metal_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
spear_metal_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
spear_throw	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
spear_wood_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
spear_wood_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
stunbaton_charged_lp	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
stunbaton_hit1	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
stunbaton_hit2	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
stunbaton_hit3	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
stunbaton_hit4	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
stunbaton_hit5	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
stunbaton_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
stunbaton_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
wrench_grab	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
wrench_harvest	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	2_ImpactHarvestSurface
wrench_place	Combat	Melee / Tools / Repair-Upgrade Actions	Primary	11_InteractionPrompts
wrench_swingheavy	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
wrench_swinglight	Combat	Melee / Tools / Repair-Upgrade Actions	OutOfScope	
bankgenerator_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
campfire_click_craft	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
campfire_cook_click	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
campfire_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
cement_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
cement_mixer_complete	Crafting & Base	Workstations / Base Devices	Primary	7_CraftingCompleteUI
cement_mixer_lp	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
cement_mixer_start_click	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
cementmix_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
cementmixer_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
chem_station_click_craft	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
chem_station_mix_click	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
chemistrystation_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
dewcollector_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
forge_burn_fuel	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
forge_fire_die	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
forge_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
forge_smelt_click	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
forgedmetal_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
generator_large_run_lp	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
generator_large_start	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
generator_run	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
generator_start	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
generator_stop	Crafting & Base	Workstations / Base Devices	Primary	6_ElectricalAndBlockLoops
schematics_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
workbench_grab	Crafting & Base	Workstations / Base Devices	Primary	11_InteractionPrompts
bearalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
bearattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
beardeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
beargiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
bearpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
bearroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
bearsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
boaralert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
boarattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
boardeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
boargiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
boarpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
boarroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
boarsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chickendeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
chickenpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
chickenroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chilidog_grab	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
chilidog_place	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
chuckalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chuckattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chuckdeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chuckpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chuckroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
chucksense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
close_cardboard	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
close_cupboard	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
coyoteroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_alert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_attack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_death	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_pain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_roam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
crawler_sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzdeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
demolitionzsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
desertvulture_fire	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
desertvulture_reload_part_01	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
desertvulture_reload_part_02	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
desertvulture_reload_part_03	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
desertvulture_s_fire	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
doeroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
drone_attackeffect	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
drone_enemy_sense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
drug_painkillers_grab	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
drug_painkillers_place	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
hulkalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkdeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulksense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkvomitattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
hulkvomitwarning	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehatealert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehateattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehatedeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehatepain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehateroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
malehatesense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mlionalert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mlionattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mliondeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mliongiveup	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mlionpain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mlionroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
mlionsense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
open_cardboard	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
open_cupboard	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
paint	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
paint_grab	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
paint_place	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
paintbrush_grab	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
paintbrush_place	Creatures	Vocals / Behaviors / Combat Cues	Primary	11_InteractionPrompts
plaguealert	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plagueattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plaguedeath	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plaguepain	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plagueroam	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plaguesense	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plaguevomitattack	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
plaguevomitwarning	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
player_death_stinger	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player_death_stinger_lp	Creatures	Vocals / Behaviors / Combat Cues	OutOfScope	
player_painkillers	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1death	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1drowndeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1drownpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1painlg	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1painlg1	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1painsm	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1powerattack	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player1vomit	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2death	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2drowndeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2drownpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2painlg	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2painlg1	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2painsm	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2powerattack	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
player2vomit	Creatures	Vocals / Behaviors / Combat Cues	Primary	21_PlayerMadeSounds
rabbitdeath	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
rabbitpain	Creatures	Vocals / Behaviors / Combat Cues	Primary	9_AnimalPainDeath
